user,edit_count,new_count,tot_scoredif,scoredif_per_edit,first_edit,latest_edit,lifetime
AComport,3,2,2,0.666666666666667,"2015-04-26 03:29:00Z","2015-04-26 03:31:00Z",3.80517481124564e-06
ACundey,23,6,19,0.826086956521739,"2015-01-29 10:37:00Z","2015-01-29 11:35:00Z",0.000110350075905045
ADSbookworm21,637,193,250,0.392464678178964,"2015-08-25 16:18:00Z","2015-09-24 13:51:00Z",0.0819121004567061
AES,28,12,20,0.714285714285714,"2016-08-09 22:30:00Z","2016-08-10 02:32:00Z",0.000460426180227979
AEnone,1,0,1,1.0,"2021-02-01 11:12:00Z","2021-02-01 11:12:00Z",0.0
AFGirlRetired,4,1,5,1.25,"2012-08-19 02:44:00Z","2012-08-19 02:48:00Z",7.61034962249129e-06
AFeaster,20,9,11,0.55,"2012-06-23 17:50:00Z","2012-06-23 18:16:00Z",4.94672750977621e-05
AGalloway,1,1,2,2.0,"2012-05-06 22:25:00Z","2012-05-06 22:25:00Z",0.0
AJ345,10,7,11,1.1,"2014-12-21 17:07:00Z","2014-12-21 17:35:00Z",5.32724511847921e-05
AJCarter02,11,2,12,1.09090909090909,"2023-12-08 22:45:00Z","2023-12-08 23:04:00Z",3.61491632584023e-05
AJS003,1,1,0,0.0,"2024-12-16 02:53:00Z","2024-12-16 02:53:00Z",0.0
AJSnowman,1,1,2,2.0,"2013-06-09 17:33:13Z","2013-06-09 17:33:13Z",0.0
AK-Ketner,115,43,84,0.730434782608696,"2012-11-17 17:38:00Z","2012-11-18 12:59:00Z",0.00220890410933388
AMCTREE,189,179,2518,13.3227513227513,"2013-02-05 03:45:00Z","2013-02-05 13:19:00Z",0.0010920852358925
AMRivera,24,2,43,1.79166666666667,"2018-05-08 18:31:00Z","2020-04-25 15:14:00Z",1.96674847792936
AMW122,1779,1611,3613,2.03091624508151,"2007-09-14 15:40:00Z","2009-02-21 14:39:00Z",1.44097983257156
AMred,8,3,3,0.375,"2014-04-25 15:37:00Z","2014-04-25 15:55:00Z",3.42465758527795e-05
ANT1511,2,2,4,2.0,"2020-11-29 04:56:00Z","2020-11-29 05:09:00Z",2.4733637548881e-05
APLPolite,13,13,138,10.6153846153846,"2012-10-21 03:02:00Z","2012-10-21 03:02:00Z",0.0
AParker46,2,0,0,0.0,"2014-09-01 16:37:00Z","2014-09-01 17:18:00Z",7.80060874578887e-05
ASD,19,8,14,0.736842105263158,"2018-08-21 20:47:00Z","2018-08-21 21:25:00Z",7.22983252410203e-05
ASTOLAN,1,0,0,0.0,"2011-01-21 17:23:00Z","2011-01-21 17:23:00Z",0.0
AT64747,21,0,14,0.666666666666667,"2020-04-09 12:01:00Z","2020-04-10 21:45:00Z",0.00385083713862177
AVAppel,7,3,1,0.142857142857143,"2012-02-23 04:23:00Z","2012-02-23 04:30:00Z",1.33181131151441e-05
AVolkert,249,231,119,0.477911646586345,"2007-06-24 05:48:00Z","2007-06-24 17:41:00Z",0.00135654490058349
AWALKER1,17,8,16,0.941176470588235,"2024-05-26 21:15:00Z","2024-05-26 21:34:00Z",3.61491632584023e-05
AZeller,2169,437,4921,2.26878745965883,"2010-04-16 04:10:00Z","2021-05-28 02:33:00Z",11.1231031202443
Aabh,5132,3868,-1835,-0.357560405300078,"2007-07-18 13:27:00Z","2015-01-02 04:10:00Z",7.46469368340881
Aabuwalda,14,0,12,0.857142857142857,"2011-08-12 19:05:00Z","2011-08-12 20:41:00Z",0.000182648401146066
Aacurtis,151,105,722,4.78145695364238,"2007-07-08 12:14:00Z","2013-06-29 05:48:00Z",5.98008751902627
Aadenny,9,0,36,4.0,"2010-04-13 23:23:00Z","2010-04-15 00:20:00Z",0.00284817351589668
Aahowe,123,34,48,0.390243902439024,"2014-04-28 12:44:00Z","2021-11-29 14:54:00Z",7.59476788432197
Aaltje,12,6,10,0.833333333333333,"2013-03-11 01:14:00Z","2013-03-11 01:28:00Z",2.66362249545039e-05
Aam5z6,55,21,22,0.4,"2015-03-27 21:17:00Z","2015-03-27 22:51:00Z",0.00017884322633482
Aandreje,18,5,61,3.38888888888889,"2010-04-04 20:26:00Z","2010-04-05 17:55:00Z",0.00245243531256302
AaralynF,7,3,3,0.428571428571429,"2017-09-09 16:05:00Z","2017-09-09 16:11:00Z",1.14155244337369e-05
AaronL357,71,31,45,0.633802816901408,"2023-06-24 03:39:00Z","2023-06-25 22:26:00Z",0.0048839421623884
AaronSmith68,9,5,9,1.0,"2019-06-03 19:33:00Z","2019-06-03 19:53:00Z",3.80517506640251e-05
Aaronbj04,20,10,5,0.25,"2011-09-11 23:54:00Z","2011-09-12 00:17:00Z",4.3759514156678e-05
Aaronjhill,6,4,5,0.833333333333333,"2009-10-07 22:36:00Z","2011-02-16 04:27:00Z",1.35957191780796
Aaronmac79,2,0,0,0.0,"2011-02-14 22:28:00Z","2011-02-14 22:28:00Z",0.0
Aashley1,965,213,2550,2.64248704663212,"2010-03-12 04:45:00Z","2015-04-25 20:19:00Z",5.12506468797562
Ab-47,1,0,0,0.0,"2021-03-09 11:22:00Z","2021-03-09 11:22:00Z",0.0
"Abandoned acct (1)",77,18,553,7.18181818181818,"2009-12-10 03:44:00Z","2011-07-01 00:36:22Z",1.55580739472317
Abarin,20,2,13,0.65,"2019-08-17 21:34:00Z","2019-11-25 10:34:00Z",0.272716894976744
Abbess,53,11,23,0.433962264150943,"2012-03-12 18:43:00Z","2017-08-10 21:48:00Z",5.41679033485484
Abbie59,13,6,10,0.769230769230769,"2024-11-17 21:38:00Z","2024-11-17 21:56:00Z",3.42465758527795e-05
Abbott,1,1,2,2.0,"2011-07-23 21:15:00Z","2011-07-23 21:15:00Z",0.0
Abbotts,37,37,40,1.08108108108108,"2015-02-09 15:22:00Z","2015-02-09 15:22:24Z",7.61034707092259e-07
Abbyrae,1,0,3,3.0,"2021-04-21 04:40:00Z","2021-04-21 04:40:00Z",0.0
Abc1234,4,0,0,0.0,"2013-08-07 13:07:00Z","2013-08-07 13:09:00Z",3.80517481124564e-06
Abdenour,69,14,311,4.50724637681159,"2022-06-18 10:26:00Z","2022-07-06 15:23:00Z",0.0498801369857911
Abeger,5,0,0,0.0,"2008-11-17 20:05:00Z","2008-11-17 20:07:10Z",4.12227356270568e-06
Aberksan,6044,1230,12579,2.08123759099934,"2009-09-24 03:07:00Z","2024-02-06 04:22:00Z",14.3782248858439
Abertrand,1,1,0,0.0,"2008-07-28 02:32:00Z","2008-07-28 02:32:00Z",0.0
AbleDanger,5,0,0,0.0,"2024-05-26 23:38:00Z","2024-05-26 23:39:00Z",1.90258740562282e-06
Ablotte,213,31,392,1.84037558685446,"2014-10-11 21:53:00Z","2014-11-24 05:21:00Z",0.118660578386833
Aboudaqn,8,3,8,1.0,"2014-01-04 16:41:00Z","2014-01-04 20:45:00Z",0.000464231355039224
Abrundage,2,0,0,0.0,"2007-12-11 03:58:00Z","2007-12-11 03:58:00Z",0.0
Aburski,148,44,39,0.263513513513513,"2006-11-08 16:58:00Z","2008-07-25 13:11:00Z",1.7118968797567
Abwarfield1969,2766,1691,3920,1.41720896601591,"2009-05-26 18:06:00Z","2017-04-16 17:41:00Z",7.89584284626994
Acapellagirl,1,1,2,2.0,"2010-11-05 19:14:00Z","2010-11-05 19:14:00Z",0.0
Acburcham64,15,5,15,1.0,"2014-11-05 14:01:00Z","2014-11-05 15:08:00Z",0.000127473363831435
Acburnett2179,7,3,1,0.142857142857143,"2011-11-01 05:47:00Z","2011-11-01 05:58:00Z",2.09284627376354e-05
AccountRemoved01,85,1,-282,-3.31764705882353,"2017-07-24 19:17:00Z","2017-07-27 19:58:00Z",0.00829718416964967
Aceytray,2,1,0,0.0,"2008-05-09 04:06:00Z","2008-05-09 04:08:00Z",3.80517481124564e-06
Achancy,4,1,0,0.0,"2014-04-07 01:37:00Z","2014-04-07 01:45:00Z",1.52206992449826e-05
Ackerman,365,139,200,0.547945205479452,"2013-01-01 19:04:32Z","2013-01-14 00:35:00Z",0.0335054540840832
Ackman,139,51,87,0.62589928057554,"2015-04-16 02:55:00Z","2016-02-11 23:59:00Z",0.82706240487017
Acorn104,1120,705,5756,5.13928571428571,"2009-09-13 16:56:00Z","2009-09-14 02:13:02Z",0.00105980466796111
Acornlover,1,0,0,0.0,"2011-01-14 13:20:00Z","2011-01-14 13:20:00Z",0.0
Acrausch,2,0,0,0.0,"2017-04-02 22:34:00Z","2017-04-02 22:34:00Z",0.0
Acsell,24,24,17,0.708333333333333,"2010-09-28 01:29:00Z","2010-09-28 01:29:31Z",9.83003322800545e-07
Acts2:38,169,169,88,0.520710059171598,"2007-09-19 01:49:00Z","2007-09-19 01:51:00Z",3.80517481124564e-06
Acurley,28463,5610,31819,1.11790745880617,"2008-06-17 18:07:00Z","2025-10-28 00:34:00Z",17.3733390410954
AdPijlman,169,117,572,3.38461538461538,"2015-03-02 14:17:00Z","2020-08-06 14:18:00Z",5.43561834094357
Adacop,1,1,2,2.0,"2010-08-13 15:02:00Z","2010-08-13 15:02:00Z",0.0
Adahlquist,673,673,2105,3.12778603268945,"2010-01-10 02:17:00Z","2010-01-10 02:20:57Z",7.51522076252389e-06
Adamcrozier,10,0,5,0.5,"2014-08-20 01:34:00Z","2014-08-20 02:02:00Z",5.32724511847921e-05
Adamhoque,650,155,302,0.464615384615385,"2014-02-06 15:03:00Z","2017-03-03 23:38:00Z",3.07221270928491
Adamjhayden,40,17,6,0.15,"2012-05-23 20:58:00Z","2012-05-23 21:15:00Z",3.23439871713723e-05
Adamrabbit,222,221,217,0.977477477477477,"2012-03-29 03:58:00Z","2012-03-29 04:00:00Z",3.80517481124564e-06
AdamsWilson,1,1,0,0.0,"2025-03-26 20:48:00Z","2025-03-26 20:48:00Z",0.0
Adamskc,1,1,4,4.0,"2024-06-10 14:15:00Z","2024-06-10 14:15:00Z",0.0
Adamwagner,110,25,25,0.227272727272727,"2012-06-18 18:29:00Z","2013-10-23 22:03:00Z",1.3483523592085
Adara916,380,380,544,1.43157894736842,"2009-09-04 01:37:00Z","2009-09-04 01:39:32Z",4.81988775403532e-06
Adaymond,84,36,-123,-1.46428571428571,"2007-10-17 05:47:00Z","2011-04-08 00:19:00Z",3.47608828006108
"Addicted to Ancestors",4,2,2,0.5,"2021-05-09 22:00:22Z","2021-05-09 22:01:16Z",1.71232968568802e-06
"Adele Austin",18,0,6,0.333333333333333,"2010-03-12 10:47:00Z","2010-03-12 11:06:00Z",3.6149161982618e-05
Adellefrank,147,44,301,2.04761904761905,"2013-09-11 11:54:00Z","2016-07-31 13:28:00Z",2.88785007610432
Adhartbyrnes,1,1,2,2.0,"2012-11-27 03:35:00Z","2012-11-27 03:35:00Z",0.0
Adiah,1,1,0,0.0,"2022-05-15 07:42:00Z","2022-05-15 07:42:00Z",0.0
Adie,19,8,32,1.68421052631579,"2012-04-07 00:35:00Z","2013-06-12 10:52:00Z",1.18199581430766
Adityaduggal,3,1,3,1.0,"2010-12-30 20:36:00Z","2013-01-01 03:27:00Z",2.00626141552443
Admaust,96,49,92,0.958333333333333,"2008-11-16 18:13:00Z","2012-03-27 12:36:00Z",3.36100266362247
Admin,1,0,-1,-1.0,"2010-01-18 13:07:00Z","2010-01-18 13:07:00Z",0.0
Adobe,1,0,0,0.0,"2013-03-19 11:20:00Z","2013-03-19 11:20:00Z",0.0
Adohner,1789,1776,10882,6.08272778088318,"2007-04-06 13:29:00Z","2007-07-08 14:24:00Z",0.254899162861633
Adriaanvanderwaal,50,19,26,0.52,"2015-11-15 18:10:00Z","2015-11-19 20:43:47Z",0.0112514903603045
"Adrian saunders",7,2,2,0.285714285714286,"2019-06-18 06:56:00Z","2019-06-18 07:06:00Z",1.90258753320126e-05
Adrianna99,2,2,3,1.5,"2007-09-15 17:31:12Z","2007-09-15 17:36:00Z",9.13242031246015e-06
Adrienneday,42,19,41,0.976190476190476,"2011-06-14 06:35:00Z","2011-06-14 08:11:00Z",0.00018264840242185
Adunbar,2,2,4,2.0,"2019-12-27 01:08:00Z","2019-12-27 01:36:00Z",5.32724511847921e-05
Aduncanrobertson,73,73,2946,40.3561643835616,"2019-03-24 15:06:00Z","2019-03-24 15:07:07Z",2.12455602133111e-06
Aecml,3105,416,3990,1.28502415458937,"2013-02-06 15:29:00Z","2019-02-15 10:02:08Z",6.02677536783357
Aeds,3,1,2,0.666666666666667,"2012-07-13 14:48:00Z","2012-07-13 14:51:00Z",5.70776221686847e-06
Aehanson,5,5,167,33.4,"2010-09-16 02:00:00Z","2010-09-16 02:00:00Z",0.0
Aehanson55,1,1,4,4.0,"2022-08-02 12:16:00Z","2022-08-02 12:16:00Z",0.0
Aejohnson1307,9,4,5,0.555555555555556,"2017-03-04 20:36:00Z","2017-03-04 21:00:00Z",4.56621002865164e-05
Aeltje911,4,2,3,0.75,"2016-06-18 17:29:00Z","2016-06-18 17:41:00Z",2.28310501432582e-05
Aewold,1,1,10,10.0,"2007-01-14 12:17:00Z","2007-01-14 12:17:00Z",0.0
Afaulkner,34,7,23,0.676470588235294,"2013-01-12 22:10:00Z","2013-01-13 02:03:00Z",0.000443302892301589
Afgodsey,1,1,2,2.0,"2011-09-14 20:44:00Z","2011-09-14 20:44:00Z",0.0
Afke,17,4,10,0.588235294117647,"2014-01-24 16:24:00Z","2014-01-24 16:36:00Z",2.28310514190426e-05
Aflapalme,31,14,14,0.451612903225806,"2007-09-14 00:11:00Z","2007-10-04 20:07:00Z",0.0570700152203032
Afwright,31,7,13,0.419354838709677,"2009-11-07 14:18:00Z","2009-11-07 14:48:00Z",5.70776259960377e-05
Agatesunrise,25,9,11,0.44,"2011-04-28 07:07:00Z","2011-04-30 06:35:00Z",0.00541856925398724
Agni63,3,2,3,1.0,"2022-04-01 14:50:00Z","2022-04-01 14:51:00Z",1.90258740562282e-06
AgnostikValeo,8,3,5,0.625,"2021-03-04 12:13:00Z","2025-06-25 15:42:00Z",4.3127264079153
Agometz,94,29,97,1.03191489361702,"2009-09-18 00:53:00Z","2010-05-14 22:59:00Z",0.654577625570946
Agoodman298,82,78,271,3.30487804878049,"2013-02-16 23:35:00Z","2013-02-21 05:08:00Z",0.0115924657526592
Agrinstead,1,1,2,2.0,"2013-01-14 03:30:00Z","2013-01-14 03:30:00Z",0.0
Agtroup,1,1,2,2.0,"2016-02-11 19:06:00Z","2016-02-11 19:06:00Z",0.0
Aham,1520,407,1828,1.20263157894737,"2016-02-22 20:41:00Z","2018-06-13 19:53:00Z",2.30675799086792
Ahancock,4,3,2,0.5,"2012-06-14 20:54:00Z","2012-06-14 20:59:00Z",9.51293830389846e-06
Ahazel,100,27,33,0.33,"2011-04-12 02:40:41Z","2012-02-26 19:53:00Z",0.87867640157243
Ahenderson,5,3,6,1.2,"2016-02-01 04:39:00Z","2016-02-01 05:10:00Z",5.89802134016605e-05
Ahitzeman,6170,2727,9122,1.47844408427877,"2008-05-04 01:20:00Z","2014-09-22 21:06:00Z",6.39129756468871
Ahnen2009,95,23,39,0.410526315789474,"2008-12-24 17:21:00Z","2009-01-22 12:02:00Z",0.0788451293751291
Ahoffecker,17,3,10,0.588235294117647,"2013-09-28 02:55:00Z","2013-09-28 03:20:00Z",4.75646876921392e-05
Ahoneybun,6292,6273,33565,5.33455181182454,"2007-09-12 19:33:00Z","2012-05-29 05:31:00Z",4.71346651445947
Ahopkinsjr,1125,1118,-998,-0.887111111111111,"2007-09-12 12:26:00Z","2009-05-13 08:29:00Z",1.66804223744301
Aikie,15523,3938,30110,1.93970237711783,"2023-12-22 12:41:00Z","2025-05-02 19:46:00Z",1.36245243531103
Aimeblaise,1,1,1,1.0,"2012-04-13 23:07:00Z","2012-04-13 23:07:00Z",0.0
Airebe,29,7,-22,-0.758620689655172,"2008-04-10 18:37:00Z","2008-04-14 22:50:00Z",0.0114402587525547
Aisling13,553,549,588,1.06329113924051,"2007-09-12 13:37:00Z","2019-12-01 15:00:00Z",12.2275551750376
Ajcassel,3,1,3,1.0,"2013-11-27 12:50:00Z","2013-11-27 12:59:00Z",1.71232879263897e-05
Ajcfreak,6,2,12,2.0,"2007-07-17 09:06:00Z","2007-07-19 09:02:00Z",0.00547184170389624
Ajcrow,12069,2540,32705,2.70983511475682,"2007-04-19 16:32:00Z","2012-05-28 18:38:00Z",5.11256849315043
Ajdst40,148,145,183,1.23648648648649,"2012-06-04 02:29:00Z","2012-06-04 02:30:03Z",1.99771754137457e-06
Ajf518,4,3,7,1.75,"2009-08-04 18:00:00Z","2009-08-04 18:06:00Z",1.14155257095213e-05
Ajhadadjr,4,2,4,1.0,"2021-06-30 19:46:00Z","2021-06-30 19:48:00Z",3.80517608702999e-06
Ajlsawyer,12,3,23,1.91666666666667,"2011-04-23 15:20:00Z","2013-09-08 14:48:00Z",2.38076103500741
Ajm87,44,19,27,0.613636363636364,"2015-11-27 03:38:00Z","2015-11-27 05:14:00Z",0.00018264840242185
Ajmarsh,8,6,12,1.5,"2012-06-14 00:20:00Z","2012-06-14 02:32:00Z",0.000251141552851625
Ajmp,34,15,27,0.794117647058823,"2013-01-10 22:01:00Z","2019-01-14 20:49:00Z",6.01356164383613
Ajofisher,30,15,0,0.0,"2009-07-30 14:06:00Z","2009-07-30 14:06:00Z",0.0
Ajohnson,6,3,3,0.5,"2010-01-11 23:04:00Z","2010-08-28 21:41:00Z",0.627239345510375
Ajrob68,3,2,3,1.0,"2010-03-31 12:53:00Z","2010-03-31 12:54:00Z",1.90258740562282e-06
Ajsqueen,1,0,2,2.0,"2016-04-05 23:35:00Z","2016-04-05 23:35:00Z",0.0
Ajtaylor,19,0,-1,-0.0526315789473684,"2009-03-03 20:38:00Z","2009-03-03 20:38:00Z",0.0
"Aka gusgus",15,0,6,0.4,"2011-01-04 00:13:00Z","2011-01-04 00:47:00Z",6.4687975618529e-05
Akai12,3,0,0,0.0,"2021-01-26 04:39:00Z","2021-01-26 04:39:00Z",0.0
Akamine2525,5,3,3,0.6,"2013-08-04 10:33:00Z","2013-08-04 10:35:00Z",3.80517481124564e-06
Akammp,1,0,0,0.0,"2011-08-28 04:56:00Z","2011-08-28 04:56:00Z",0.0
Akasbergen,207,50,66,0.318840579710145,"2012-03-21 03:51:00Z","2012-08-11 21:23:00Z",0.393782343987171
Akbingo,3,3,4,1.33333333333333,"2022-03-23 20:19:00Z","2022-03-23 20:28:00Z",1.71232879263897e-05
Akcousin,17,3,8,0.470588235294118,"2007-09-12 21:30:00Z","2007-09-13 00:29:00Z",0.000340563166019035
Akela,1,1,0,0.0,"2007-09-12 19:31:00Z","2007-09-12 19:31:00Z",0.0
Akhitchingpost,1,0,0,0.0,"2011-10-19 18:01:00Z","2011-10-19 18:01:00Z",0.0
Akilmartin,6,3,3,0.5,"2015-01-31 18:25:00Z","2015-01-31 18:33:00Z",1.52207005207669e-05
AkitaGal,3,2,-9,-3.0,"2007-09-13 00:37:00Z","2007-09-13 00:50:00Z",2.4733637548881e-05
Akitagal,57,20,15,0.263157894736842,"2009-04-05 21:58:00Z","2009-04-05 22:38:00Z",7.61035013280503e-05
Akivab,3,0,2,0.666666666666667,"2015-06-03 16:07:00Z","2015-06-03 16:10:00Z",5.70776221686847e-06
Akjones47,49,47,-338,-6.89795918367347,"2008-07-16 12:56:00Z","2008-07-16 14:07:05Z",0.000135242262829656
Akm65,10,4,8,0.8,"2012-02-19 15:21:00Z","2012-02-19 15:41:00Z",3.80517506640251e-05
Akmorsel,2,0,-2,-1.0,"2013-09-15 15:05:00Z","2013-10-04 13:12:00Z",0.0518398021309547
Aknicho,1,1,1,1.0,"2019-08-14 15:24:00Z","2019-08-14 15:24:00Z",0.0
Akoura,1,0,3,3.0,"2010-07-04 11:31:00Z","2010-07-04 11:31:00Z",0.0
"Al Beitchman",13,6,8,0.615384615384615,"2008-12-28 17:58:00Z","2015-04-23 04:11:00Z",6.31897450532662
Al15,2,0,0,0.0,"2012-01-01 12:24:00Z","2012-01-01 12:24:00Z",0.0
Ala1956,2505,1645,3268,1.30459081836327,"2009-07-03 23:17:00Z","2018-07-05 13:52:00Z",9.00988394216162
AlabamaGenFan,187,34,82,0.438502673796791,"2013-10-18 23:09:00Z","2015-05-13 15:23:00Z",1.56623668188791
Alabamacah,5,0,0,0.0,"2013-10-18 14:54:00Z","2013-10-18 16:13:00Z",0.000150304413974693
"Alain M",3,2,3,1.0,"2015-02-02 09:58:00Z","2015-02-02 10:01:00Z",5.70776221686847e-06
Alainbrunet,229,229,260,1.1353711790393,"2012-01-21 06:02:00Z","2012-01-21 06:07:00Z",9.51293830389846e-06
Alamarlene,1,1,0,0.0,"2007-09-12 18:36:00Z","2007-09-12 18:36:00Z",0.0
"Alan Brundage",14,5,7,0.5,"2007-09-19 04:49:00Z","2007-09-20 03:59:00Z",0.0026445966507372
"Alan Jones",1,1,1,1.0,"2008-04-29 13:19:00Z","2008-04-29 13:19:00Z",0.0
AlanPT,1377,401,3971,2.88380537400145,"2010-05-02 02:15:00Z","2014-03-12 12:59:00Z",3.86423896499208
